fold,pt_num_leaves,pt_lr,pt_min_node,pt_rounds,pt_inner_rmse,vl_num_leaves,vl_lr,vl_min_node,vl_rounds,vl_inner_rmse
184,15,0.01,100,546,6.6879,7,0.01,20,1148,5.2107
185,15,0.02,5,522,6.6623,15,0.02,5,426,5.1902
186,15,0.02,5,522,6.6441,15,0.02,5,426,5.2065
187,31,0.02,5,328,6.6963,7,0.05,50,278,5.2581
188,31,0.01,100,479,6.6858,15,0.05,5,250,5.261
189,7,0.01,10,1041,6.7054,7,0.02,10,755,5.2368
190,15,0.01,10,674,6.7367,7,0.01,10,1125,5.2291
191,15,0.01,10,674,6.7599,7,0.02,5,742,5.2137
192,15,0.02,10,389,6.7419,7,0.01,10,1170,5.1832
193,15,0.01,50,635,6.7273,7,0.05,10,269,5.205
194,7,0.02,10,592,6.6979,7,0.01,5,1131,5.1961
195,15,0.01,50,550,6.7103,7,0.05,20,217,5.1908
196,15,0.01,50,550,6.6973,7,0.05,20,217,5.1919
197,7,0.02,50,507,6.7632,7,0.02,5,686,5.189
198,15,0.05,100,131,6.7681,7,0.05,20,281,5.2035
199,15,0.01,50,660,6.8441,7,0.05,10,347,5.2004
200,63,0.01,20,405,6.8354,7,0.05,5,240,5.1863
201,63,0.01,20,405,6.8338,7,0.05,5,240,5.1856
202,63,0.01,20,340,6.8455,7,0.05,10,215,5.1904
203,15,0.02,20,368,6.8842,7,0.1,5,118,5.1789
204,63,0.01,20,381,6.9307,15,0.01,5,740,5.2091
