position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,thresh_start,thresh_boom,pred_vol,pred_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,p_start,p_boom,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom,p_start_recal_preoverride,p_boom_recal_preoverride,override_flag_type,override_confidence,override_reason,kickoff_et,run_ts,as_of,run_mode
QB,00-0033106,Jared Goff,DET,BUF,2026_02_DET_BUF,2026,2,NA,NA,20,25,1.281050965706671,4.0296039961369345,-9.289131496959891,17.348339489233762,-12.793930591038066,20.853138583311935,0.338,0.1625,0.3753603244046053,0.15351958474102703,platt_vol_vegas,platt,0.3753603244046053,0.15351958474102703,NA,NA,NA,2026-09-18T00:15:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0039163,C.J. Stroud,HOU,CIN,2026_02_CIN_HOU,2026,2,NA,NA,20,25,2.6963386570670744,5.742035755544858,-7.576699737551969,19.06077124864169,-11.081498831630142,22.56557034271986,0.424,0.2295,0.372542038611613,0.21911751930251663,platt_vol_vegas,platt,0.372542038611613,0.21911751930251663,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0026498,Matthew Stafford,LA,NYG,2026_02_NYG_LA,2026,2,NA,NA,20,25,1.148995278397084,5.246522388923253,-8.072213104173574,18.56525788202008,-11.577012198251747,22.070056976098257,0.33,0.1585,0.35549328769002714,0.14963205249661962,platt_vol_vegas,platt,0.35549328769002714,0.14963205249661962,NA,NA,NA,2026-09-22T00:15:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0036264,Jordan Love,GB,NYJ,2026_02_GB_NYJ,2026,2,NA,NA,20,25,1.9183463536721417,5.981566172930827,-7.337169320166001,19.300301666027657,-10.841968414244176,22.805100760105827,0.433,0.242,0.34810374069779476,0.2314473086790528,platt_vol_vegas,platt,0.34810374069779476,0.2314473086790528,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0034855,Baker Mayfield,TB,CLE,2026_02_CLE_TB,2026,2,NA,NA,20,25,3.257483794775086,3.082424228375342,-10.236311264721486,16.40115972147217,-13.74111035879966,19.905958815550346,0.3775,0.188,0.34709450632072075,0.1783826421794661,platt_vol_vegas,platt,0.34709450632072075,0.1783826421794661,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0036389,Jalen Hurts,PHI,TEN,2026_02_PHI_TEN,2026,2,NA,NA,20,25,4.991581926651405,3.1583317438344203,-10.160403749262407,16.477067236931248,-13.66520284334058,19.98186633100942,0.391,0.1825,0.3455748029522867,0.17300867587814164,platt_vol_vegas,platt,0.3455748029522867,0.17300867587814164,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0039732,Bo Nix,DEN,JAX,2026_02_JAX_DEN,2026,2,NA,NA,20,25,3.146210361182506,2.1686951287186877,-11.15004036437814,15.487430621815516,-14.654839458456312,18.99222971589369,0.3375,0.1615,0.3319312136106417,0.15254737116978614,platt_vol_vegas,platt,0.3319312136106417,0.15254737116978614,NA,NA,NA,2026-09-20T20:05:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0039150,Bryce Young,CAR,ATL,2026_02_CAR_ATL,2026,2,NA,NA,20,25,2.3932030761257006,1.2465267579296355,-12.072208735167193,14.565262251026464,-15.577007829245364,18.070061345104637,0.321,0.1635,0.2750921686392217,0.15449201714643584,platt_vol_vegas,platt,0.2750921686392217,0.15449201714643584,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0036442,Joe Burrow,CIN,HOU,2026_02_CIN_HOU,2026,2,NA,NA,20,25,2.1778385252936054,1.656867851560287,-11.66186764153654,14.975603344657117,-15.166666735614712,18.48040243873529,0.311,0.1505,0.2729070434430148,0.1418677286777387,platt_vol_vegas,platt,0.2729070434430148,0.1418677286777387,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0040743,Tyler Shough,NO,BAL,2026_02_NO_BAL,2026,2,NA,NA,20,25,2.9428247188459618,-0.3673382248790835,-13.686073717975912,12.951397268217743,-17.190872812054085,16.456196362295916,0.279,0.124,0.25809099129074337,0.11625677021478496,platt_vol_vegas,platt,0.25809099129074337,0.11625677021478496,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0035710,Daniel Jones,IND,KC,2026_02_IND_KC,2026,2,NA,NA,20,25,2.483776435696259,1.6134488423214437,-11.705286650775385,14.93218433541827,-15.210085744853558,18.436983429496443,0.2635,0.1185,0.23893695350933564,0.1109635319852674,platt_vol_vegas,platt,0.23893695350933564,0.1109635319852674,NA,NA,NA,2026-09-21T00:20:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0036971,Trevor Lawrence,JAX,DEN,2026_02_JAX_DEN,2026,2,NA,NA,20,25,2.819401406525959,0.706683526683278,-12.61205196641355,14.025419019780106,-16.116851060491722,17.53021811385828,0.2245,0.0895,0.22964356228033164,0.08319534987893054,platt_vol_vegas,platt,0.22964356228033164,0.08319534987893054,NA,NA,NA,2026-09-20T20:05:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0030565,Geno Smith,NYJ,GB,2026_02_GB_NYJ,2026,2,NA,NA,20,25,2.628860120214959,1.4778518350153729,-11.840883658081456,14.7965873281122,-15.345682752159629,18.301386422190372,0.2495,0.098,0.21962338016874325,0.0913082698362192,platt_vol_vegas,platt,0.21962338016874325,0.0913082698362192,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0039917,Michael Penix Jr.,ATL,CAR,2026_02_CAR_ATL,2026,2,NA,NA,20,25,1.8893937076166405,1.9155922320298864,-11.40314326106694,15.234327725126716,-14.907942355145114,18.739126819204888,0.2505,0.1045,0.20457825954188388,0.09752727695984212,platt_vol_vegas,platt,0.20457825954188388,0.09752727695984212,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0038128,Malik Willis,MIA,SF,2026_02_MIA_SF,2026,2,NA,NA,20,25,5.517126656578599,-5.669922646961979,-18.988658140058806,7.648812846134849,-22.49345723413698,11.153611940213022,0.1575,0.063,0.19622932108993071,0.0580613653164053,platt_vol_vegas,platt,0.19622932108993071,0.0580613653164053,NA,NA,NA,2026-09-20T20:25:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0033537,Deshaun Watson,CLE,TB,2026_02_CLE_TB,2026,2,NA,NA,20,25,5.533022493878111,-3.5427579854072624,-16.86149347850409,9.775977507689564,-20.366292572582264,13.280776601767736,0.2035,0.072,0.1960171833326908,0.0665683171121076,platt_vol_vegas,platt,0.1960171833326908,0.0665683171121076,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0033119,Jacoby Brissett,ARI,SEA,2026_02_SEA_ARI,2026,2,NA,NA,20,25,2.921383343182729,-0.8333502534496456,-14.152085746546474,12.48538523964718,-17.656884840624645,15.990184333725354,0.2415,0.101,0.1809852962317376,0.09417700674025437,platt_vol_vegas,platt,0.1809852962317376,0.09417700674025437,NA,NA,NA,2026-09-20T20:25:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0036825,Feleipe Franks,CAR,ATL,2026_02_CAR_ATL,2026,2,NA,NA,20,25,2.255038874784251,-4.450920455019703,-17.76965594811653,8.867815038077126,-21.274455042194703,12.3726141321553,0.105,0.0235,0.16109135495667332,0.02119330366784632,platt_vol_vegas,platt,0.16109135495667332,0.02119330366784632,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0023459,Aaron Rodgers,PIT,NE,2026_02_PIT_NE,2026,2,NA,NA,20,25,1.1230874302221314,-1.0882185777526665,-14.406954070849494,12.23051691534416,-17.911753164927667,15.735316009422334,0.208,0.088,0.1500034865201461,0.08176605948232965,platt_vol_vegas,platt,0.1500034865201461,0.08176605948232965,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0029604,Kirk Cousins,LV,LAC,2026_02_LV_LAC,2026,2,NA,NA,20,25,1.3214894951135503,-1.9607071011881751,-15.279442594285005,11.358028391908652,-18.784241688363178,14.862827485986823,0.159,0.0565,0.1438034626212524,0.05193825506974072,platt_vol_vegas,platt,0.1438034626212524,0.05193825506974072,NA,NA,NA,2026-09-20T20:05:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0040676,Cam Ward,TEN,PHI,2026_02_PHI_TEN,2026,2,NA,NA,20,25,3.215376614891152,-4.9236111108987295,-18.242346603995557,8.395124382198098,-21.74714569807373,11.899923476276271,0.1645,0.065,0.1341494947060542,0.05994899975373432,platt_vol_vegas,platt,0.1341494947060542,0.05994899975373432,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0035228,Kyler Murray,MIN,CHI,2026_02_MIN_CHI,2026,2,NA,NA,20,25,2.347347230604212,-2.088176084531266,-15.406911577628094,11.23055940856556,-18.911710671706267,14.735358502643734,0.162,0.0515,0.11698990978111948,0,platt_vol_vegas,platt,0.2019899097811195,0.04724104165907385,role_change_down,0.85,"Murray suffered a concussion and was ruled out, creating a significant opportunity shift for Wentz at QB and potentially affecting target distribution among Cardinals receivers.",2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0034869,Sam Darnold,SEA,ARI,2026_02_SEA_ARI,2026,2,NA,NA,20,25,1.6871919245474136,0.26835080541911693,-13.050384687677711,13.587086298515944,-16.555183781755883,17.09188539259412,0.1865,0.062,0.1007000505158952,0,platt_vol_vegas,platt,0.1757000505158952,0.0571181699403162,role_change_down,0.75,"Starting QB Sam Darnold suffered a hip injury mid-game and Drew Lock took over, creating uncertainty about Darnold's role/availability for upcoming games.",2026-09-20T20:25:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0032950,Carson Wentz,MIN,CHI,2026_02_MIN_CHI,2026,2,NA,NA,20,25,2.347347230604212,0.09600365933152036,-13.222731833765309,13.414739152428348,-16.727530927843482,16.91953824650652,0.2045,0.0825,0.0957000505158952,0,platt_vol_vegas,platt,0.22489346526004247,0.07653173877117592,role_change_up,0.85,Kyler Murray's uncertain availability due to concussion protocol increases Carson Wentz's opportunity to start Week 2.,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0033662,Cooper Rush,ATL,CAR,2026_02_CAR_ATL,2026,2,NA,NA,20,25,1.7374745944574914,-0.9625223242274196,-14.281257817324247,12.356213168869408,-17.78605691140242,15.86101226294758,0.191,0.082,0.0957000505158952,0,platt_vol_vegas,platt,0.17662817923106766,0.07605640108344264,role_change_up,0.95,"Cooper Rush elevated to starting QB due to Tagovailoa's injury ruling, creating immediate opportunity increase.",2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0035704,Drew Lock,SEA,ARI,2026_02_SEA_ARI,2026,2,NA,NA,20,25,1.8550960523729767,1.1873491461426573,-12.13138634695417,14.506084639239486,-15.636185441032342,18.01088373331766,0.2345,0.1125,0.0957000505158952,0,platt_vol_vegas,platt,0.19934358695649532,0.10519840659003928,role_change_up,0.92,Darnold's 4-week absence elevates Drew Lock to starter role with immediate opportunity increase in QB snaps and touches.,2026-09-20T20:25:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0038102,Kenny Pickett,CAR,ATL,2026_02_CAR_ATL,2026,2,NA,NA,20,25,1.1745358552062046,-3.5502402141734746,-16.8689757072703,9.768495278923352,-20.373774801348475,13.273294373001526,0.0765,0.018,0.0957000505158952,0,platt_vol_vegas,platt,0.1275149709992674,0.01614494899331831,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0039107,Stetson Bennett,LA,NYG,2026_02_NYG_LA,2026,2,NA,NA,20,25,1.8816928816750949,0.6540438601165345,-12.664691632980292,13.972779353213362,-16.169490727058466,17.477578447291535,0.222,0.088,0.0957000505158952,0,platt_vol_vegas,platt,0.31337381614119436,0.08176605948232965,NA,NA,NA,2026-09-22T00:15:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0026158,Joe Flacco,CIN,HOU,2026_02_CIN_HOU,2026,2,NA,NA,20,25,1.5161619638901631,-4.224865117125102,-17.54360061022193,9.093870375971726,-21.048399704300103,12.5986694700499,0.139,0.053,0.0957000505158952,0,platt_vol_vegas,platt,0.17689629061288753,0.0486489788369163,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0027973,Andy Dalton,PHI,TEN,2026_02_PHI_TEN,2026,2,NA,NA,20,25,2.5454738384103175,-2.6879651613501463,-16.006700654446973,10.630770331746682,-19.511499748525143,14.135569425824857,0.1385,0.0505,0.0957000505158952,0,platt_vol_vegas,platt,0.17618154164105274,0.04630301747893421,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0028118,Tyrod Taylor,GB,NYJ,2026_02_GB_NYJ,2026,2,NA,NA,20,25,2.7709671297930245,2.937301494468792,-10.381433998628037,16.25603698756562,-13.88623309270621,19.76083608164379,0.3075,0.145,0.0957000505158952,0,platt_vol_vegas,platt,0.3093297985878181,0.13653827441728247,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0028986,Case Keenum,CHI,MIN,2026_02_MIN_CHI,2026,2,NA,NA,20,25,2.409932327983495,-0.6717411818930994,-13.990476674989926,12.646994311203729,-17.4952757690681,16.1517934052819,0.1905,0.0635,0.0957000505158952,0,platt_vol_vegas,platt,0.2906484885300588,0.05853311934042209,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0031503,Jameis Winston,NYG,LA,2026_02_NYG_LA,2026,2,NA,NA,20,25,2.501996171216178,-2.9967672431479655,-16.31550273624479,10.321968249948862,-19.820301830322965,13.826767344027036,0.1245,0.036,0.0957000505158952,0,platt_vol_vegas,platt,0.17620217722474413,0.03276078089977872,NA,NA,NA,2026-09-22T00:15:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0032268,Marcus Mariota,WAS,DAL,2026_02_WAS_DAL,2026,2,NA,NA,20,25,2.9189386816920995,2.4018160279373584,-10.91691946515947,15.720551521034183,-14.421718559237643,19.22535061511236,0.2535,0.105,0.0957000505158952,0,platt_vol_vegas,platt,0.3062337871063629,0.09800618223806024,NA,NA,NA,2026-09-20T20:25:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0033949,Joshua Dobbs,DET,BUF,2026_02_DET_BUF,2026,2,NA,NA,20,25,2.4998973461064447,-2.522565624866094,-15.84130111796292,10.796169868230734,-19.346100212041097,14.300968962308907,0.1495,0.0425,0.0957000505158952,0,platt_vol_vegas,platt,0.2890113827120931,0.0388170643044223,NA,NA,NA,2026-09-18T00:15:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0034577,Kyle Allen,BUF,DET,2026_02_DET_BUF,2026,2,NA,NA,20,25,2.298612107016369,0.9420920858223324,-12.376643407274496,14.26082757891916,-15.881442501352668,17.765626672997332,0.2225,0.098,0.0957000505158952,0,platt_vol_vegas,platt,0.4074426209620004,0.0913082698362192,NA,NA,NA,2026-09-18T00:15:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0035264,Jarrett Stidham,DEN,JAX,2026_02_JAX_DEN,2026,2,NA,NA,20,25,2.4814806469633335,-3.5660740953179104,-16.88480958841474,9.752661397778915,-20.389608682492913,13.25746049185709,0.146,0.0555,0.0957000505158952,0,platt_vol_vegas,platt,0.21621330625430416,0.05099788810434007,NA,NA,NA,2026-09-20T20:05:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0035289,Gardner Minshew,ARI,SEA,2026_02_SEA_ARI,2026,2,NA,NA,20,25,2.388995569889237,-5.02277906457469,-18.341514557671516,8.295956428522137,-21.84631365174969,11.80075552260031,0.1085,0.031,0.0957000505158952,0,platt_vol_vegas,platt,0.11683853077707249,0.02812011314917865,NA,NA,NA,2026-09-20T20:25:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0035993,Tyler Huntley,BAL,NO,2026_02_NO_BAL,2026,2,NA,NA,20,25,2.3429971346856906,1.2285700443547456,-12.090165448742082,14.547305537451573,-15.594964542820255,18.052104631529748,0.2545,0.108,0.0957000505158952,0,platt_vol_vegas,platt,0.3576334387059793,0.10088114092897033,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0036212,Tua Tagovailoa,ATL,CAR,2026_02_CAR_ATL,2026,2,NA,NA,20,25,1.5292074240812157,1.632657441144177,-11.68607805195265,14.951392934241005,-15.190877146030823,18.456192028319176,0.2345,0.0955,0.0957000505158952,0,platt_vol_vegas,platt,0.19230781052756943,0.08891975922677113,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0036879,Sam Ehlinger,DEN,JAX,2026_02_JAX_DEN,2026,2,NA,NA,20,25,2.4166144866217283,-3.098380454246749,-16.417115947343575,10.220355038850078,-19.921915041421748,13.725154132928251,0.1815,0.065,0.0957000505158952,0,platt_vol_vegas,platt,0.2369173439300332,0.05994899975373432,NA,NA,NA,2026-09-20T20:05:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0036898,Davis Mills,HOU,CIN,2026_02_CIN_HOU,2026,2,NA,NA,20,25,1.9220385172917664,2.560958300468619,-10.757777192628208,15.879693793565448,-14.26257628670638,19.38449288764362,0.2895,0.127,0.0957000505158952,0,platt_vol_vegas,platt,0.2930129179591277,0.1191473433906277,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0036945,Justin Fields,KC,IND,2026_02_IND_KC,2026,2,NA,NA,20,25,6.165679345259531,1.3730472837256684,-11.94568820937116,14.691782776822496,-15.450487303449332,18.19658187090067,0.3665,0.174,0.0957000505158952,0,platt_vol_vegas,platt,0.47115066170870634,0.1647155505452629,NA,NA,NA,2026-09-21T00:20:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0036972,Mac Jones,SF,MIA,2026_02_MIA_SF,2026,2,NA,NA,20,25,2.755757550013747,7.211412452530564,-6.107323040566263,20.53014794562739,-9.612122134644435,24.034947039705564,0.433,0.223,0.0957000505158952,0,platt_vol_vegas,platt,0.48211970332525367,0.21271664304586815,NA,NA,NA,2026-09-20T20:25:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0037012,Trey Lance,LAC,LV,2026_02_LV_LAC,2026,2,NA,NA,20,25,2.5874108325949945,0.5164949820586658,-12.802240511038162,13.835230475155493,-16.307039605116334,17.340029569233668,0.22,0.088,0.0957000505158952,0,platt_vol_vegas,platt,0.2655565191240386,0.08176605948232965,NA,NA,NA,2026-09-20T20:05:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0037013,Zach Wilson,NO,BAL,2026_02_NO_BAL,2026,2,NA,NA,20,25,2.5969550284698553,-3.832930009927183,-17.15166550302401,9.485805483169646,-20.656464597102183,12.99060457724782,0.1365,0.0475,0.0957000505158952,0,platt_vol_vegas,platt,0.1796424303175842,0.04349190612099697,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0037077,Sam Howell,DAL,WAS,2026_02_WAS_DAL,2026,2,NA,NA,20,25,2.4356319914886027,3.5166192821061983,-9.80211621099063,16.835354775203026,-13.306915305068802,20.3401538692812,0.314,0.1485,0.0957000505158952,0,platt_vol_vegas,platt,0.3988323301630408,0.1399289304306707,NA,NA,NA,2026-09-20T20:25:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0038400,Tanner McKee,PHI,TEN,2026_02_PHI_TEN,2026,2,NA,NA,20,25,2.446437182232957,-2.3614706467191695,-15.680206139815995,10.957264846377658,-19.18500523389417,14.462063940455833,0.138,0.045,0.0957000505158952,0,platt_vol_vegas,platt,0.1744824275409355,0.04115282080697391,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0038416,Tyson Bagent,CHI,MIN,2026_02_MIN_CHI,2026,2,NA,NA,20,25,2.409932327983495,-0.6717411818930994,-13.990476674989926,12.646994311203729,-17.4952757690681,16.1517934052819,0.1755,0.068,0.0957000505158952,0,platt_vol_vegas,platt,0.28083620513697793,0.06278349281304554,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0038476,Tommy DeVito,NE,PIT,2026_02_PIT_NE,2026,2,NA,NA,20,25,2.4121588015600532,-3.28295068719127,-16.601686180288098,10.035784805905555,-20.10648527436627,13.54058389998373,0.1165,0.03,0.0957000505158952,0,platt_vol_vegas,platt,0.16440113603983048,0.02719404178728632,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0038579,Aidan O'Connell,LV,LAC,2026_02_LV_LAC,2026,2,NA,NA,20,25,2.4378190482664626,-5.598324618208136,-18.917060111304963,7.7204108748886915,-22.421859205383136,11.225209968966864,0.104,0.029,0.0957000505158952,0,platt_vol_vegas,platt,0.12921133953047306,0.02626869899816484,NA,NA,NA,2026-09-20T20:05:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0039164,Anthony Richardson,IND,KC,2026_02_IND_KC,2026,2,NA,NA,20,25,2.590004285902111,-2.886398429688517,-16.205133922785343,10.43233706340831,-19.709933016863516,13.937136157486483,0.112,0.034,0.0957000505158952,0,platt_vol_vegas,platt,0.1614467235782593,0.03090251704072326,NA,NA,NA,2026-09-21T00:20:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
QB,00-0039376,Spencer Rattler,NO,BAL,2026_02_NO_BAL,2026,2,NA,NA,20,25,2.9049817490462684,-3.582409836956335,-16.90114533005316,9.736325656140492,-20.405944424131334,13.241124750218663,0.155,0.057,0.0957000505158952,0,platt_vol_vegas,platt,0.19509815981527787,0.05240860768770103,NA,NA,NA,2026-09-20T17:00:00Z,2026-09-15 23:40:39,2026-09-15 23:40:26,live
