fold,pt_num_leaves,pt_lr,pt_min_node,pt_rounds,pt_inner_rmse,vl_num_leaves,vl_lr,vl_min_node,vl_rounds,vl_inner_rmse
112,7,0.05,20,96,7.1736,7,0.05,10,120,2.7348
113,31,0.02,20,115,7.1278,7,0.02,20,211,2.7216
114,31,0.02,20,152,7.1289,7,0.02,10,212,2.7075
115,7,0.05,10,93,7.2642,7,0.02,10,170,2.7281
116,7,0.05,10,93,7.2804,7,0.05,10,75,2.7409
117,31,0.05,10,69,7.292,15,0.02,10,175,2.7383
118,63,0.02,50,110,7.2713,15,0.05,20,60,2.7391
119,31,0.02,20,122,7.2914,31,0.02,20,160,2.7508
120,63,0.02,10,138,7.2835,15,0.05,20,76,2.7392
121,63,0.02,10,138,7.275,15,0.05,20,76,2.7474
122,31,0.05,10,51,7.2776,31,0.02,10,221,2.7098
123,63,0.05,20,95,7.2902,15,0.05,20,83,2.7218
124,31,0.02,20,202,7.2542,31,0.02,10,150,2.7244
125,31,0.05,100,65,7.2743,7,0.02,20,218,2.7143
126,31,0.05,100,70,7.2477,7,0.02,20,218,2.7101
127,7,0.02,100,256,7.2175,31,0.05,10,80,2.6862
128,63,0.05,100,74,7.2321,7,0.05,100,78,2.7162
129,7,0.02,100,296,7.1911,15,0.05,50,135,2.7068
130,15,0.05,100,107,7.1603,7,0.05,100,65,2.7016
131,15,0.05,100,106,7.1642,7,0.05,100,65,2.7012
132,7,0.05,50,134,7.1354,7,0.05,100,68,2.6734
133,7,0.02,20,385,7.1933,7,0.05,50,75,2.671
134,7,0.02,10,366,7.162,15,0.05,20,78,2.6546
135,7,0.02,100,293,7.2267,7,0.05,100,110,2.6832
136,7,0.02,100,293,7.2199,15,0.05,50,89,2.6817
137,31,0.05,10,71,7.1844,7,0.02,20,292,2.6627
138,15,0.02,20,320,7.142,7,0.05,20,96,2.6532
139,7,0.02,20,361,7.1147,7,0.02,50,238,2.664
140,7,0.05,20,196,7.1413,7,0.02,50,195,2.6663
141,7,0.05,20,196,7.1389,7,0.02,10,270,2.6522
142,7,0.05,100,159,7.143,7,0.02,50,200,2.6549
143,15,0.02,100,220,7.1582,31,0.05,10,65,2.6619
144,15,0.02,10,318,7.0711,7,0.02,10,210,2.6471
145,15,0.05,50,100,7.019,7,0.02,50,205,2.6266
146,15,0.05,50,100,7.0114,7,0.02,50,205,2.6235
147,7,0.05,50,219,6.9844,7,0.02,10,193,2.629
148,7,0.02,10,387,6.9865,7,0.05,10,114,2.6197
149,31,0.02,10,213,6.9586,7,0.05,10,96,2.6186
150,7,0.05,50,201,6.9633,7,0.05,100,110,2.611
151,7,0.05,50,201,6.9409,7,0.05,100,110,2.6059
152,15,0.02,10,325,6.9407,7,0.05,10,158,2.5969
153,31,0.02,10,234,6.9468,7,0.02,20,246,2.6144
154,15,0.02,20,252,6.981,7,0.02,10,216,2.6174
155,15,0.05,10,131,7.0091,7,0.05,50,96,2.6191
156,15,0.05,10,135,7.0499,7,0.05,50,96,2.624
157,31,0.02,10,191,7.0356,7,0.02,50,217,2.631
158,15,0.02,20,266,7.0213,15,0.02,10,226,2.6306
159,15,0.02,20,270,7.0465,7,0.02,20,265,2.6358
160,7,0.02,20,384,7.0111,7,0.02,50,245,2.6208
161,7,0.02,20,384,7.0319,7,0.02,50,245,2.627
162,31,0.05,10,77,7.0485,7,0.02,20,273,2.6122
163,15,0.05,10,116,7.0276,7,0.05,10,114,2.616
164,7,0.05,10,143,7.0616,7,0.05,100,119,2.6143
165,7,0.02,20,310,7.0079,15,0.02,20,208,2.6174
166,7,0.02,20,310,6.9942,7,0.02,20,285,2.6099
167,7,0.05,20,170,7.0058,7,0.02,10,272,2.5975
168,7,0.05,10,146,7.0261,31,0.02,10,167,2.5976
169,15,0.02,10,291,6.9752,7,0.05,20,105,2.5669
170,7,0.05,50,136,6.9723,7,0.05,100,117,2.5709
171,7,0.05,50,136,6.9774,7,0.05,100,117,2.5814
172,7,0.02,10,225,7.0249,15,0.05,20,120,2.5859
173,15,0.02,20,227,7.0269,15,0.05,50,70,2.6039
174,7,0.02,100,274,7.0402,15,0.02,20,185,2.619
175,7,0.05,100,135,7.0259,15,0.05,20,127,2.6035
176,7,0.05,100,134,7.0005,15,0.05,20,127,2.5994
177,15,0.02,20,220,6.9989,15,0.05,10,70,2.6157
178,7,0.02,20,340,7.0099,15,0.05,100,108,2.6161
179,31,0.02,20,234,7.0057,7,0.05,50,78,2.6058
180,7,0.05,10,108,7.0164,7,0.05,100,87,2.5923
181,7,0.02,100,242,7.0052,7,0.05,100,87,2.5879
182,7,0.02,10,272,7.0213,7,0.05,100,103,2.597
183,7,0.02,10,309,7.0622,31,0.02,50,185,2.6078
184,7,0.02,10,265,7.0949,15,0.05,50,114,2.6016
185,7,0.05,10,157,7.0731,15,0.05,100,79,2.605
186,7,0.05,10,157,7.1065,15,0.05,50,74,2.6036
187,7,0.02,10,353,7.0973,15,0.05,100,88,2.6058
188,15,0.05,50,100,7.0635,15,0.02,100,235,2.6133
189,7,0.02,20,269,7.0999,15,0.05,100,91,2.6109
190,15,0.02,20,264,7.0783,15,0.05,10,140,2.6073
191,15,0.02,20,262,7.0673,15,0.05,100,94,2.597
192,31,0.05,100,74,7.0396,15,0.05,100,146,2.584
193,7,0.05,10,120,7.0332,7,0.02,20,333,2.5722
194,7,0.02,100,312,7.0199,7,0.05,20,130,2.5869
195,7,0.05,100,136,6.9578,7,0.02,100,325,2.5783
196,7,0.05,100,136,6.9483,7,0.02,100,325,2.575
197,15,0.02,100,241,6.9689,7,0.05,50,151,2.5822
198,31,0.02,100,221,6.9916,15,0.05,100,89,2.5764
199,7,0.02,10,335,7.0048,31,0.05,100,77,2.5802
200,15,0.02,100,274,7.0261,15,0.02,100,250,2.5864
201,15,0.02,100,297,7.0303,15,0.02,100,240,2.5873
202,63,0.05,100,60,7.0196,31,0.05,100,64,2.5807
203,7,0.05,100,182,7.0166,31,0.05,50,63,2.5853
204,15,0.02,100,260,7.0217,63,0.02,50,176,2.5812
