fold,pt_num_leaves,pt_lr,pt_min_node,pt_rounds,pt_inner_rmse,vl_num_leaves,vl_lr,vl_min_node,vl_rounds,vl_inner_rmse
139,7,0.1,20,96,7.1087,15,0.01,5,420,2.662
140,15,0.01,20,754,7.1251,15,0.01,5,362,2.6638
141,7,0.02,5,773,7.1256,15,0.01,5,362,2.6502
142,7,0.1,5,121,7.1368,7,0.02,50,200,2.6549
143,7,0.1,50,95,7.1512,31,0.05,10,65,2.6619
144,15,0.01,50,711,7.0556,7,0.02,5,210,2.6465
145,15,0.05,50,100,7.019,7,0.02,50,205,2.6266
146,7,0.01,10,1158,7.0094,7,0.02,50,205,2.6235
147,7,0.01,5,1080,6.9795,7,0.01,5,375,2.6274
148,7,0.05,20,347,6.9666,7,0.01,5,571,2.6176
149,31,0.05,5,180,6.943,7,0.1,100,85,2.6152
150,63,0.02,5,290,6.9398,7,0.05,100,110,2.611
151,63,0.02,5,289,6.9214,7,0.05,100,110,2.6059
152,7,0.02,5,675,6.9293,7,0.01,5,600,2.5953
153,31,0.02,10,292,6.9433,7,0.01,5,546,2.6098
154,15,0.02,5,385,6.9721,7,0.01,5,592,2.6145
155,15,0.05,10,131,7.0091,15,0.05,5,164,2.6183
156,15,0.05,10,135,7.0499,15,0.02,5,245,2.6232
157,15,0.1,5,80,7.0257,7,0.02,5,394,2.6268
158,15,0.02,50,355,7.0174,7,0.01,5,643,2.6268
159,15,0.1,50,58,7.0426,7,0.05,5,219,2.6348
160,15,0.02,10,346,7.0089,7,0.01,5,550,2.6204
161,15,0.02,10,346,7.03,7,0.01,5,550,2.6264
162,7,0.01,5,536,7.0423,7,0.01,5,601,2.61
163,7,0.1,50,87,7.0273,7,0.01,5,711,2.6103
164,7,0.1,5,96,7.0553,7,0.01,10,580,2.6135
165,7,0.02,20,310,7.0079,7,0.1,50,105,2.6141
166,7,0.02,20,310,6.9942,7,0.1,50,105,2.6062
167,15,0.05,5,114,7.0046,7,0.02,100,313,2.5975
168,15,0.01,5,505,7.0224,31,0.02,10,228,2.5958
169,7,0.1,5,54,6.9581,7,0.02,5,369,2.5654
170,7,0.01,5,610,6.9706,7,0.05,100,117,2.5709
171,7,0.01,5,610,6.9748,7,0.05,100,117,2.5814
172,7,0.1,100,63,7.0151,7,0.05,20,224,2.5855
173,7,0.02,100,530,7.0191,15,0.1,10,39,2.6013
174,7,0.02,5,307,7.0372,15,0.01,20,453,2.617
175,7,0.05,100,135,7.0259,15,0.05,20,127,2.6035
176,7,0.05,100,134,7.0005,15,0.05,20,127,2.5994
177,7,0.01,100,885,6.9888,15,0.1,100,46,2.6123
178,7,0.02,5,337,7.0001,15,0.05,100,108,2.6161
179,15,0.1,5,38,6.9928,7,0.05,50,129,2.6052
180,15,0.01,10,608,7.0102,7,0.1,50,76,2.5914
181,15,0.01,10,605,6.9991,7,0.1,50,76,2.5867
182,7,0.1,10,176,7.0068,7,0.05,100,103,2.597
183,7,0.02,10,309,7.0622,7,0.01,50,610,2.6069
184,15,0.05,5,89,7.0838,15,0.05,20,164,2.6012
185,15,0.01,10,480,7.0705,15,0.05,50,155,2.6024
186,7,0.01,10,575,7.1027,15,0.05,50,155,2.6007
187,7,0.02,5,345,7.095,15,0.05,100,88,2.6058
188,7,0.1,10,55,7.0579,15,0.02,100,235,2.6133
189,7,0.1,5,50,7.0932,15,0.05,100,91,2.6109
190,7,0.1,5,60,7.0731,15,0.05,100,125,2.6072
191,7,0.02,20,365,7.0639,15,0.05,100,125,2.5964
192,7,0.01,100,785,7.0339,15,0.1,100,56,2.5812
193,7,0.02,5,324,7.0307,7,0.01,100,668,2.5697
194,7,0.02,100,312,7.0199,7,0.05,20,130,2.5869
195,7,0.05,100,136,6.9578,7,0.02,100,325,2.5783
196,7,0.05,100,136,6.9483,7,0.02,100,325,2.575
197,7,0.02,20,385,6.9677,7,0.1,100,53,2.5802
198,31,0.02,100,221,6.9916,15,0.01,100,474,2.5757
199,7,0.02,50,515,7.0007,31,0.05,100,77,2.5802
200,15,0.02,100,299,7.0254,15,0.02,100,250,2.5864
201,15,0.02,100,297,7.0303,15,0.02,100,240,2.5873
202,7,0.01,10,630,7.0142,31,0.05,100,64,2.5807
203,7,0.1,20,91,7.0054,15,0.02,50,262,2.584
204,15,0.01,100,495,7.0167,31,0.01,50,365,2.5811
