fold,pt_num_leaves,pt_lr,pt_min_node,pt_rounds,pt_inner_rmse,vl_num_leaves,vl_lr,vl_min_node,vl_rounds,vl_inner_rmse
156,15,0.02,20,225,7.0776,15,0.05,10,90,5.4674
157,15,0.05,20,114,7.0464,7,0.05,50,153,5.4258
158,15,0.02,100,202,7.0266,15,0.05,10,102,5.4021
159,7,0.05,50,130,6.9573,15,0.05,10,116,5.3762
160,7,0.02,50,306,6.942,7,0.02,50,322,5.3475
161,7,0.02,50,306,6.9301,7,0.02,50,379,5.3469
162,15,0.02,50,243,6.9062,7,0.02,20,365,5.3517
163,7,0.05,100,127,6.9056,7,0.02,20,357,5.3031
164,15,0.02,20,213,6.8772,7,0.02,20,446,5.2867
165,15,0.02,100,165,6.8512,7,0.05,20,193,5.2624
166,15,0.02,10,188,6.866,7,0.05,20,193,5.2854
167,15,0.02,50,178,6.8496,15,0.02,50,235,5.2794
168,15,0.05,10,139,6.8538,15,0.02,10,260,5.2384
169,15,0.02,20,222,6.8663,7,0.02,20,358,5.2644
170,7,0.05,100,150,6.8523,15,0.02,10,326,5.2746
171,15,0.02,50,235,6.8631,15,0.02,10,325,5.2547
172,7,0.05,50,195,6.8383,31,0.05,20,89,5.2506
173,15,0.05,100,98,6.8216,15,0.02,50,298,5.2244
174,15,0.02,10,316,6.79,7,0.02,50,403,5.2379
175,15,0.02,50,292,6.7734,15,0.02,10,375,5.2299
176,15,0.02,50,292,6.7946,15,0.02,10,375,5.2358
177,7,0.05,50,178,6.7397,7,0.02,50,459,5.2243
178,31,0.05,100,78,6.6984,7,0.02,20,424,5.238
179,31,0.02,20,222,6.6724,7,0.02,20,484,5.1929
180,15,0.05,50,113,6.6612,7,0.02,20,485,5.1866
181,15,0.05,50,113,6.7028,7,0.02,20,485,5.1901
182,7,0.02,20,387,6.6786,15,0.05,10,137,5.1986
183,7,0.02,20,435,6.7098,31,0.05,10,123,5.2101
184,7,0.05,100,182,6.6901,15,0.02,20,371,5.2147
185,31,0.05,20,109,6.6891,7,0.02,50,445,5.1916
186,31,0.05,20,109,6.675,7,0.02,50,445,5.2092
187,15,0.02,50,395,6.7011,7,0.05,50,278,5.2581
188,31,0.02,100,239,6.6927,15,0.02,50,270,5.2643
189,31,0.02,10,268,6.7108,15,0.05,10,152,5.2478
190,7,0.02,10,461,6.7469,7,0.05,20,224,5.2383
191,7,0.02,10,499,6.7695,31,0.02,10,258,5.2291
192,15,0.02,10,389,6.7419,15,0.02,10,276,5.1953
193,7,0.02,100,475,6.7357,15,0.05,20,99,5.2139
194,31,0.05,50,69,6.7014,7,0.02,50,410,5.2022
195,63,0.02,10,198,6.7228,7,0.05,20,187,5.1911
196,63,0.02,10,198,6.7065,7,0.05,20,187,5.1922
197,31,0.02,50,178,6.7713,7,0.02,10,500,5.1971
198,15,0.05,100,131,6.7681,7,0.05,20,215,5.2074
199,31,0.02,100,250,6.8472,7,0.05,10,247,5.2118
200,7,0.02,20,434,6.8464,7,0.05,20,239,5.2026
201,15,0.02,10,365,6.8461,7,0.05,20,239,5.2004
202,63,0.02,20,168,6.8616,7,0.05,10,215,5.1904
203,15,0.02,50,263,6.8858,15,0.05,10,117,5.1822
204,15,0.05,50,131,6.9377,7,0.02,10,405,5.2177
